,title,year,Genre,Tags,Score,Watchers,Main Cast,img url,kdrama_id,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
1084,Love as You Taste,2019.0,"Food, Romance, Youth","Web Series,, Miniseries,, Student Supporting Character,, Student Female Lead,, Student Male Lead,, School Setting,, Young Adult Female Lead,, Young Adult Male Lead,, Sweet Male Lead,, University",7.4,,"Kang  Min Ah, Chani, Choi Min Soo, Jeong Seon Yul, Choi Ha Young, Tae Kyung",https://i.mydramalist.com/d4Z5zc.jpg?v=1,6d8bbf6c7ffe495a96d8403f7ba0781f,,['Hwang Da Seul'],South Korea,Drama,10.0,840.0,2019-02-02,2019-04-03,,Naver TV Cast,13+ - Teens 13 or older,Love and food - always the perfect match! A collection of love stories and heartbreaks paired with each person’s favourite food cravings as they all fall in and out of love. Vivacious university students start a club “Cooking Club for Better Taste” to tell their stories about love and relationships all while sharing their favourite food and dishes. Will they be ready for the main dish called life?(Source: Viki) ,6562.0,5182.0
1085,Love for a Thousand More,2016.0,"Music, Comedy, Romance, Supernatural","Web Series,, Interspecies Romance,, Older Woman/Younger Man,, Musician Male Lead,, Immortal Female Lead,, Star Crossed Lovers,, Miniseries,, Immortality",7.5,,"Kang Seung Yoon, Hwang Seung Eon, Kim Hee Jung, Jang Ki Yong, Kim Jin Woo, Ha Kyung Min",https://i.mydramalist.com/RWmyxc.jpg?v=1,5b398b0343a34c098fbcede7a39d8f5b,['Park Bong Sub'],['Kwak Kyung Yoon'],South Korea,Drama,10.0,1200.0,2016-12-05,2016-12-23,"Monday, Wednesday, Friday",Naver TV Cast,13+ - Teens 13 or older,"Pyeon Mi Jo is an immortal woman who does not wish to fall in love anymore. Nearly a thousand years old, her experiences in love tells her all men are ""bastards"" one way or another. But what's her current job? A Love Counselor. One day, she gets a new noisy neighbour, Yoo Joon Woo, a hip-hop crew leader. ",5209.0,1875.0
1086,Love in Black Hole,2021.0,"Romance, Youth, Sci-Fi, Fantasy","Student Female Lead,, Student Male Lead,, School Setting,, ""Childhood Friends Relationship,"", Young Adult Female Lead,, Young Adult Male Lead,, Short Length Series,, Honest Male Lead,, Time Rift,, Cold Male Lead",7.2,,"Lee Han Gyul, Seola, Lee Jae Yoon, Doha, Ki Hee Hyun, Moon Soo In",https://i.mydramalist.com/BLr41_4c.jpg?v=1,31f99c81479348549ec256f0dbee2289,['Hong Chung Gi'],,South Korea,Drama,12.0,600.0,2021-09-10,2021-10-16,"Friday, Sunday",Tencent Video,15+ - Teens 15 or older,"Tells the story of a college student namedEun Ha, who one day receives an anonymous love letter through a supernatural portal - the white hole!(Source: Allkpop) ",7803.0,4473.0
1087,Love in Blue,2022.0,,,,,,,c97de85d400244238b90106e6dac14ca,,,South Korea,Drama,8.0,,2022-12-09,2023-01-27,Friday,,Not Yet Rated,A romantic comedy set in 2032 against the backdrop of climate catastrophe as humankind struggles to survive on Earth.(Source: Korean = Naver || Translation = MyDramaList) ,54581.0,99999.0
1088,Love in Contract,2022.0,"Business, Comedy, Romance","Love Triangle,, Contract Relationship,, Heir Male Lead,, Marriage Of Convenience,, Fake Relationship,, Fake Marriage,, Rich Male Lead,, Actor Male Lead,, Judge Male Lead,, Gay Supporting Character",7.8,,"Park Min Young, Go Kyung Pyo, Kim Jae Young, Lee Joo Bin, Kang Hyung Suk, Jin Kyung",https://i.mydramalist.com/wvZlp_4c.jpg?v=1,5e08349df91145d9baa6162f7479e28d,['Nam Sung Woo'],['Ha Gu Dam'],South Korea,Drama,16.0,3900.0,2022-09-21,2022-11-10,"Wednesday, Thursday",tvN Viki,15+ - Teens 15 or older,"Undeniably attractive, talented, and charming, Choi Sang Eun is the living definition of the perfect partner. This is exactly why instead of marrying, she chooses to employ her skills as a contract marriage master. Transforming herself into the perfect partner for each of her clients, Sang Eun allows those who employ her services to live the perfect single life, without having to agree to a committed, life-long relationship. A long-term client, Jung Ji Ho has been using Sang Eun’s services every Monday, Wednesday, and Friday, for the past five years. A man shrouded in mystery, Sang Eun knows virtually nothing about Ji Ho but that doesn’t stop her from developing some rather unexpected feelings for him. Making her life even more difficult are the equally unexpected feelings she’s recently developed for one of her newest clients, Kang Hae Jin. A popular actor who employs her services on Tuesdays, Thursdays, and Saturdays, Hae Jin often makes Sang Eun’s heart flutter.Torn between her professional obligations and the feelings she harbors for both Ji Ho and Hae Jin, Sang Eun finds herself in an unexpected predicament. How can she possibly maintain her professionalism when her heart is leading her in two different directions?(Source: Viki)",3623.0,341.0
1089,Love in Memory,2018.0,"Mystery, Romance, Sci-Fi","Miniseries,, Web Series,, Short Length Series,, Memories,, Smart Male Lead,, Death,, Murder,, First Love,, Investigation",6.8,,"Oh Ha Young, Go Yoon, Hwang So Hee, Lee Sang Ah, Son Seung Guk, Jung Eun Hye",https://i.mydramalist.com/nd0pBc.jpg?v=1,b7a13a57f74f43368f439cd31d00de67,,,South Korea,Drama,6.0,780.0,2018-02-14,2018-02-19,,Naver TV Cast,G - All Ages,"The webdrama is a Sci-Fi romance genre dealing with forgotten love recalled through memories, all the while trying to solve a murder case. ",8728.0,5400.0
1090,Love in Sadness,2019.0,"Romance, Drama, Melodrama","Psychological,, Greed,, Plastic Surgery,, Domestic Abuse,, Rich Man/Poor Woman,, Evil Parental Figure,, Identity Swap,, Post-traumatic Stress Disorder (PTSD),, Hardship,, ""Unhealthy Mains Relationship""",7.6,,"Ji Hyun Woo, Park Han Byul, Ryu Soo Young, Wang Bit Na, Go Joo Won, Moon Hee Kyung",https://i.mydramalist.com/XeNmxc.jpg?v=1,6caec5874958464ea0b6ef474b6f7ab5,['Choi Yi Sup'],['Song Jung Rim'],South Korea,Drama,40.0,1800.0,2019-02-23,2019-04-27,Saturday,MBC,Not Yet Rated,"“Love in Sadness” is a love story that encapsulates the mythical-like fate of love that is so coveted that it ignores all bounds. In it, love outweighs what the world thinks, ignores the pain and anguish with it, and pursues its destiny. In the drama, Ma Ri is a beautiful girl, married into wealth with a seemingly perfect life. Ironically, her husband, In Wook, who looks like a more than ideal husband, is an obsessive lunatic who is also violently abusive. When he pushes her too far, she reaches out for help from Jung Won, an honest, smart, handsome plastic surgeon. And when he agrees to help her escape from her husband's hands, they fall in love. But In Wook, who is consumed by his obsession for her, isn't going to let her get away from his grasp. Watch as these two characters struggle to stay on their arduous road to love.(Source: Viki)",4905.0,2321.0
1091,Love in Spring,2022.0,"Historical, Drama","Hidden Identity,, Cross-Dressing,, Arranged Marriage,, Bromance,, Friendship,, Gay Supporting Character,, Flashback To Past,, LGBTQ+,, Adapted From A Webtoon,, Lying",7.1,,"Yoo Young Jae, Kim Song, Woo Tae Ha, Kim Seong Hee, Lee Do Ha, Jung Seung Hye",https://i.mydramalist.com/xV47q_4c.jpg?v=1,bfd65f7065e14ea5899e81515fc1309b,['Lee Chang Han'],,South Korea,Drama,16.0,1560.0,2022-05-18,2022-07-06,Wednesday,Netflix,13+ - Teens 13 or older,"Jin Geum Seong is a poor nobleman who lives with his mother and making ends meet is challenging. While gathering wood on the mountain, he spies a woman swimming nearby. Believing she is about to take her life, he creates a disturbance allowing him to save Choi Hye Seong, the third daughter of Choi Jin Sa. Only things are not as they seem when she turns out to be a man named 'Salbyul,' Love will bloom between Hye Seong and Geum Seong, much like a flower on a warm spring day. (Source: BLupdate2020 Instagram)~~ Adapted from the webtoon of the same title by Noh Myung Hee (노명희).",7871.0,2200.0
1092,Love in Time,2018.0,"Romance, Sci-Fi","Miniseries,, Web Series,, Time Travel,, Time Loop,, Time Altering",7.0,,"Oh Ha Young, Go Yoon, Son Seung Guk, Hwang So Hee, Jung Eun Hye, Kim Tae Min",https://i.mydramalist.com/Vbojyc.jpg?v=1,957be9f7508344b38e50a3324ada5057,['Hwang  Gyung Sung'],,South Korea,Drama,6.0,1200.0,2018-07-25,2018-07-30,,Naver TV Cast,G - All Ages,"Is it possible to go back in time and change the course of history?Noh Jin Woo is a “brain hacker” who has the ability to get inside people’s heads and tap into their innermost thoughts. He is dating top actress Yoo Ha Ri.When tragedy strikes and Ha Ri is murdered, Jin Woo is devastated. Using his special skills, Jin Woo decides to travel back in time and save Ha Ri. But every time he tries, a new accident occurs and Jin Woo is unable to reverse the tragedy.Can Jin Woo keep Ha Ri from being killed?(Source: Viki)",7962.0,5095.0
1093,Love in the Moonlight,2016.0,"Historical, Comedy, Romance, Drama","Cross-Dressing,, Joseon Dynasty,, Hidden Identity,, First Love,, Male Chases Female First,, Lovers Separated,, Opposites Attract,, Bromance,, Love Triangle,, Prince Male Lead",8.2,,"Park Bo Gum, Kim Yoo Jung, Jung Jin Young, Kwak Dong Yeon, Chae Soo Bin, Chun Ho Jin",https://i.mydramalist.com/kojx8c.jpg?v=1,684d79148a064fc3b8e40cebc62a9ff4,"['Baek Sang Hoon', 'Kim Seong Yoon']","['Im Ye Jin', 'Kim Min Jung']",South Korea,Drama,18.0,3540.0,2016-08-22,2016-10-18,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"To protect herself and her family, Hong Ra On disguises herself as a man and counsels men on dating. Due to a love letter she wrote for a client, she meets Crown Prince Hyo Myung. Ra On is unaware that he is the Crown Prince, and Hyo Myung is unaware that Ra On is a woman. Soon after Ra On is forced to become a eunuch by loan sharks, and the Crown Prince and Ra On become interested in each other. As Ra On tries to survive the palace and the Crown Prince navigates his journey to become king, will their love prosper?(Source: MyDramaList)",1186.0,76.0
1094,Love is Actually With You,2017.0,,,,,,,ab092412e731473aa12640c708da0856,,,South Korea,Drama,4.0,600.0,2017-06-01,2017-06-01,Thursday,,13+ - Teens 13 or older,"In this time-warping web drama, a twenty-something reminisces on the hilarious and heartbreaking mishaps of his first love as he struggles to navigate romance in the present day.(Source: AsianCrush) ",60287.0,99999.0
1095,Love of Eve,2015.0,,,,,,,832b2dcd1ac941348f0dcf54972a7eb0,['Lee Gye Joon'],,South Korea,Drama,120.0,2400.0,2015-05-18,2015-10-30,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"Three women share a close bond that was deeper than any friendship. Song Ah, Sen Na, and Hyun Ah were both the same age and went to the same schools. Song Ah was an especially giving friend who would do anything for a friend. She absolutely trusted Sen Na and treated her like a sister along with her twin sister Hyun Ah. She thought they would always maintain a close relationship. But she had no idea that Sen Na was planning revenge.(Source: MBC)",54646.0,12387.0
1096,Love on a Rooftop,2015.0,"Romance, Drama, Family, Melodrama","Family Relationship,, Enemies To Lovers,, Strong Female Lead,, Nice Male Lead",6.9,,"Im Se Mi, Park Jin Woo, Ham Eun Jung, Oh  Seung Yun, Kim  Se Jung, Go Yoon",https://i.mydramalist.com/JpPWXc.jpg?v=1,5eda227cf639445cbbe1ed6531e28d2d,['Choi Ji Yeong'],"['Choi Min Ki', 'Kim Ji Wan']",South Korea,Drama,101.0,2100.0,2015-04-06,2015-08-21,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,A drama about a woman who finally becomes a part of a family after re-adoption and man who chooses love over family. ,8341.0,7469.0
1097,Love to Hate You,2023.0,"Comedy, Law, Romance","Badass Female Lead,, Enemies To Lovers,, Actor Male Lead,, Social Issues,, Strong Female Lead,, Famous Male Lead,, Gender Discrimination,, Skilled Fighter,, Famous Lead/Common Lead,, Contract Relationship",8.6,,"Kim Ok Bin, Yoo Teo, Kim Ji Hoon, Go Won Hee, Lee Joo Bin, Kim Sung Ryung",https://i.mydramalist.com/qYyqd5_4c.jpg?v=1,a1d22c0ed9d7434cb019808fbb84931d,['Kim Jung Kwon'],"['Choi Soo Young', 'Choi Soo Young']",South Korea,Drama,10.0,3120.0,2023-02-10,2023-02-10,Friday,Netflix,15+ - Teens 15 or older,"Yeo Mi Ran works as a novice lawyer at Gilmu Law Firm, a company that primarily serves the entertainment industry. She has no interest in pursuing a romantic relationship and detests losing to men in any competition.Nam Kang Ho, a renowned actor in the entertainment industry, is widely popular in South Korea owing to his good looks, intellect, and benevolent nature. While he is in high demand for romantic movie roles, he doesn't have much faith in women.Despite their shared disbelief in love, Yeo Mi Ran and Nam Kang Ho find themselves engaged in a romantic battle.(Source: MyDramaList)",376.0,280.0
1098,Love to Hate You ,2023.0,"Comedy, Law, Romance","Badass Female Lead, Enemies To Lovers, Social Issues, Actor Male Lead, Gender Discrimination, Famous Lead/Common Lead, Strong Female Lead, Skilled Fighter, Contract Relationship, Famous Male Lead",8.7,"22,953","Kim Ok Bin, Kim Ji Hoon, Yoo Teo, Go Won Hee",,,,,,,10.0,52.0,2023-02-10,,Friday,,,"Yeo Mi Ran is a rookie attorney at Gilmu Law Firm, which works primarily with the entertainment industry. She is not interested in having a romantic relationship and she hates to lose to a man in anything.
Nam Kang Ho is a top actor in the entertainment industry. He is the most popular actor in South Korea due to his handsome appearance, intelligence, and kindness. He is sought after to work in romantic movies, but he doesn't actually trust women.
Yeo Mi Ran and Nam Kang Ho, who both don’t believe in love, fall into a love battle.",241.0,471.0
1099,Love to the End,2018.0,"Business, Romance, Family, Melodrama","Family Relationship,, Marriage,, Lying,, Cheerful Female Lead,, Conglomerate,, Fake Marriage,, Deception,, Father-Daughter Relationship,, Ex-girlfriend Comes Back,, Identity Swap",7.3,,"Lee Young Ah, Kang Eun Tak, Hong Soo Ah, Shim Ji Ho, Park Kwang Hyun, Jung So Young",https://i.mydramalist.com/NrVEJc.jpg?v=1,bd57fc4fa6944b9caa6cd5ae05298135,['Shin Chang Seok'],['Lee Seon Hee'],South Korea,Drama,104.0,2100.0,2018-07-23,2018-12-31,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"When she was a teenager, Han Ka Young's father's company went bankrupt. As a result, her parents then divorced. Because of her difficult situation, Han Ka Young has taken care of the housework and her family since her teenage years. Nevertheless, she has a bright personality. Her father then starts a cosmetics company. She works at her father's company and takes her job seriously. Meanwhile, Han Ka Young has never had a boyfriend. One day, she meets Yoon Jung Han, the successor to a family owned glass factory. Han Ka Young falls in love with him.",6685.0,7843.0
1100,Love with Flaws,2019.0,"Comedy, Romance, Life, Drama","Misunderstanding,, Eccentric Male Lead,, Trauma,, First Love,, Love Triangle,, Bromance,, Hot-tempered Female Lead,, Rich Male Lead,, Sismance,, Strong Female Lead",7.8,,"Oh Yeon Seo, Ahn Jae Hyun, Kim Seul Gi, Gu Won, Heo Jung Min, Cha In Ha",https://i.mydramalist.com/wl01kc.jpg?v=1,0b5c45680a9c450aaf02936c75ad8c42,['Oh Jin Suk'],['Ahn Shin Yoo'],South Korea,Drama,32.0,1800.0,2019-11-27,2020-01-16,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"This romantic comedy follows a woman who has an aversion to flower boys and a man who has an obsession with appearance. The female lead, Joo Seo Yeon, is a hot-tempered physical education high school teacher who always wears sneakers, jeans and training uniforms.  The death of her parents helped instill a deep sense of compassion, a generous heart and an outspoken objection for anyone who drinks and drives. Living in a house with three irascible and very attractive brothers, she loathes flower boys. Her ideal type is someone who is “not handsome.” In contrast, the male lead, Lee Kang Woo, is a handsome chaebol who focuses primarily on outer appearance. Initially, he craved attention, oozed arrogance and loved his looks--despite the strict diet and exercise regimen required to maintain it. While he appears flawless, he (like everyone else) was wounded while growing up. And those flaws--along with everyone else's--drive the story.  Sparks fly when they meet and struggle to overcome their biases for and against people with flaws. Throughout the drama they learn to see beyond appearances to the tragic backstories and scars that motivate themselves and the people around them.(Source: Kpopmap)",3570.0,309.0
1101,Loveholic,2005.0,"Romance, Drama","Age Gap Drama Life,, Age Gap Real Life,, Prosecutor Male Lead,, Neurological Disorder,, Sleep Disorder,, Narcolepsy,, Ex-convict,, Older Woman/Younger Man,, Student-Teacher Relationship",7.0,,"Kim Gyu Ri, Kang Ta, Yoo In Young, Lee Sun Kyun, Kim Yoon Seok, Jung Dong Hwan",https://i.mydramalist.com/90wAec.jpg?v=1,,,,,,16.0,,,,,"Emotional Click, AsianCrush",Not Yet Rated,"""Its a love story between the disobedient student Kang Wook and his teacher Yool Ju set in a high school in Chuncheon. Before meeting Kang Wook, Yool Ju has been dating Tae Hyeon, a public prosecutor. But over time, Yool Ju and Kang Wook fall deeply in love despite social prejudices, age gap, and teacher-student relationship. One day, Yool Ju accidentally kills Kang Wooks classmate, who intentionally harasses Kang Wook. But due to narcolepsy, Yool Ju doesnt remember what happened, she fell asleep during the incident. To protect her, Kang Wook goes to jail in her place. Five years later, when Kang Wook is released from prison, he meets Yool Ju again, but she is now engaged to Tae Hyeon. Learning what sacrifice he has made for her, Yool Ju wants to go back to Kang Wook, but this time Kang Wook is not alone - Ja Kyung, his former classmate and currently a radio program host, is by his side. Their circumstances hamper Yool Ju from loving Kang Wook, but she is desperate to help him recover the lost five years and become a top-notch cook."", "" to narcolepsy, Yool Ju doesnt remember what happened, she fell asleep during the incident. To protect her, Kang Wook goes to jail in her place. Five years later, when Kang Wook is released from prison, he meets Yool Ju again, but she is now engaged to Tae Hyeon. Learning what sacrifice he has made for her, Yool Ju wants to go back to Kang Wook, but this time Kang Wook is not alone - Ja Kyung, his former classmate and currently a radio program host, is by his side. Their circumstances hamper Yool Ju from loving Kang Wook, but she is desperate to help him recover the lost five years and become a top-notch cook.""",,
1102,Lovely Horribly,2018.0,"Horror, Comedy, Romance, Supernatural","Ghost,, Eccentric Female Lead,, Weak Male Lead,, Rich Male Lead,, Love Triangle,, Murder,, Slow Burn Romance,, Hardworking Female Lead,, Successful Male Lead,, Mother-Son Relationship",7.1,,"Park Shi Hoo, Song Ji Hyo, Ham Eun Jung, Lee Gi Kwang, Choi Yeo Jin, Ji Seung Hyun",https://i.mydramalist.com/rYDxDc.jpg?v=1,7808fb186dbd4c11963c3a5cce82a46d,"['Ji Byung Hyun', 'Kang Min Kyung']",['Park Min Joo'],South Korea,Drama,32.0,2100.0,2018-08-13,2018-10-02,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"A man and a woman are bound by an unusual fate: one’s happiness always results in the other’s misfortune. The two start writing a drama together, and the events in the screenplay mysteriously begin occurring in real life.(Source: MyDramaList) ",7867.0,960.0
1103,Lover of the Palace,2020.0,"Comedy, Romance","Web Series,, Shy Male Lead,, Miniseries,, Past And Present,, School Bullying,, ""Childhood Friends Relationship,"", Short Length Series,, Anxiety,, ""Sisters Relationship,"", Performance Anxiety",6.9,,"Shin  Won Ho, Han Bo Reum, Jeon Jae Yeong, Lee Ga Yeon, Baek Soo Min, Hong Geun Taek",https://i.mydramalist.com/jV1xyc.jpg?v=1,544c51af0c98459bb4e3ef922b56fffd,,,South Korea,Drama,10.0,600.0,2020-01-03,2020-01-17,,Viki,Not Yet Rated,"Working as a tour guide at Deoksugung Palace, Bo Ram has settled quite comfortably into her life. With good friends and a job she enjoys, Bo Ram has everything she needs to be happy. With absolutely no need to go looking for anything more in life, Bo Ram is caught completely off-guard, the day she meets Dong Gil.A childhood friend and former classmate, Dong Gil had been one of Bo Ram‘s best friends growing up. A friend who was there whenever she needed him, and she for him, Bo Ram had treasured their friendship. But as time passed, they faded out of each other’s lives. Now nothing more than a happy memory, Dong Gil was the last person Bo Ram ever expected to meet again. And yet, there he was.A performer at the Palace, Dong Gil is back in Bo Ram’s life, and this time he seems interested in being more than just friends.(Source: Viki)",8535.0,8135.0
1104,Lovers,2006.0,"Romance, Drama","Rich Male Lead,, Love Triangle,, Mafia,, Businessman Male Lead,, Plastic Surgeon Female Lead,, Gangster Male Lead,, Doctor Female Lead,, Orphan Male Lead,, Steamy Kiss,, Opposites Attract",7.5,,"Lee Seo Jin, Kim Jung Eun, Jung Chan, Kim Gyu Ri, Kim Nam Gil, Yang Geum Suk",https://i.mydramalist.com/mOggPc.jpg?v=1,,,,,,20.0,,,,,Viki,15+ - Teens 15 or older,"""Kang Jae is a wealthy businessman and gangster and Mi Joo is a plastic surgeon. These two meet after Mi Joo mistakes Kang Jae as being her sleazy brother-in-law. Kang Jae just happens to be the boyfriend of Mi Joos pregnant neighbour, Yoo Jin. Sae Yeon meets Mi Joo and falls in love with her feisty attitude. Kang Jae works for the father of Sae Yeon who is a gangster. Mi Joo and Kang Jae fall in love."", and Kang Jae fall in love.",,
1105,Lovers in Bloom,2017.0,"Comedy, Romance, Melodrama","Workplace Setting,, Police Department Setting,, Boxer Female Lead,, Police Officer Female Lead,, Police Officer Male Lead,, Stubborn Female Lead,, Arrogant Male Lead,, Strict Mother,, Good And Evil,, Cold Male Lead",7.5,,"Im Soo Hyang, Do Ji Han, Lee Chang Wook, Lee Eun Hyung, Nam Bo Ra, Yoon Bok In",https://i.mydramalist.com/Qd5Y2c.jpg?v=1,cf7f777aa14249d794a76f34c2c13157,['Go Young Tak'],"['Lee Hae Jung', 'Yeom Il Ho']",South Korea,Drama,120.0,2100.0,2017-05-29,2017-11-10,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"Moo Goong Hwa is a former boxer. After the death of her husband, she has raised her daughter alone. She now works as a police officer.Cha Tae Jin is an elite police officer who graduated from the police university. He is full of justice. ",5588.0,3725.0
1106,Lovers in Paris,2004.0,Romance,"""Bickering Mains Relationship,"", Older Man/Younger Woman,, Calm Male Lead,, Cold Man/Warm Woman,, Nice Male Lead,, Rich Man/Poor Woman,, Rich Male Lead,, Filmed Abroad,, Love Triangle",7.3,,"Lee Dong Gun, Kim Jung Eun, Park Shin Yang, Yoon  Young Joon, Kim  Ka Yeon, Park Young Ji",https://i.mydramalist.com/O8R1dc.jpg?v=1,,,,,,20.0,,,,,Viki,Not Yet Rated,"""Tae Young lives in Paris and is working on a screenplay. She meets Gi Ju while working at a friends stall and Soo Hyuk, when her bicycle breaks down. Soo Hyuk and Tae young become friends. Gi Ju asks her to act as his fiance for work reasons. Things go badly and everyone returns to Korea.\r Back in Korea Tae Young, Gi Ju and Soo Hyuk begin to develop friendships with Tae Young and end up feeling more feelings towards her than they initially thought. However, Gi Ju is Soo Hyuks uncle and they had grown up like best friends since they were only about 7 years apart. Their feelings towards her slowly begin to be revealed causing heartache for all the people around them."", "" Young and end up feeling more feelings towards her than they initially thought. However, Gi Ju is Soo Hyuks uncle and they had grown up like best friends since they were only about 7 years apart. Their feelings towards her slowly begin to be revealed causing heartache for all the people around them.""",,
1107,Lovers in Prague,2005.0,"Comedy, Romance, Drama",Filmed Abroad,7.1,,"Jeon Do Yeon, Kim  Joo Hyuk, Kim Min Joon, Jang Geun Suk, Lee Jung Gil, Yoon Se Ah",https://i.mydramalist.com/anOALc.jpg?v=1,,,,,,18.0,,,,,Viki,15+ - Teens 15 or older,"""Jae Hee, a diplomat in Prague, who is getting over a break-up, meets police detective Sang Hyun and romance blossoms. Jae Hee is the daughter of the Korean President and has to maintain a low profile. Jae Hees ex, Young Woo and Sang Hyuns ex, Hye Joo make things complicated with secrets surrounding them. With the differences in social status, Jae Hee and Sang Hyun have to fight to see if the love that started in Prague can be overcome from what is trying to keep them apart."", love that started in Prague can be overcome from what is trying to keep them apart.",,
1108,Lovers of the Red Sky,2021.0,"Historical, Romance, Drama, Fantasy","Fated Love,, Adapted From A Novel,, Demon,, Painting,, Soulmates,, Double Identity,, Blind Male Lead,, Protective Male Lead,, Greed,, Hidden Identity",8.2,,"Kim Yoo Jung, Ahn Hyo Seop, Gong Myung, Kwak Shi Yang, Choi Kwang Il, Kim Kwang Gyu",https://i.mydramalist.com/BzeWl_4c.jpg?v=1,b27d22a8e87b4749a532a276d1b3d196,"['Jang Tae Yoo', 'Nam Tae Jin']",['Kim Young Young'],South Korea,Drama,16.0,4200.0,2021-08-30,2021-10-26,"Monday, Tuesday",SBS Viki ViuTV,15+ - Teens 15 or older,"During the Joseon Dynasty, a young woman named Hong Chun Ki is a painter – a true rarity in Joseon Korea, where Confucian values dictate that such pursuits are unsuitable for a woman. She was born blind, but somehow managed to acquire a sense of vision. Now she has been accepted to the most prestigious art college in the land.One day, she meets Ha Ram, an astrologer whose fate is the polar opposite of her own: Although he was born sighted, he lost his vision in a childhood accident. Regardless, he is also in possession of an astounding talent that allows him to read the future by tracing the movement of the sky at night, despite the fact that he is blind.The duo is sucked into the machinations of the royal court, particularly those involving two princes, the free-spirited Prince Yang Myung, and the cruel, scheming, Prince Joo Hyang – a man who longs to become the next Joseon king.(Source: Viki)~~ Adapted from the novel ""Hong Chun Ki"" (홍천기) by Jung Eun Gwol (정은궐).",1413.0,372.0
1109,Lovestruck in the City,2020.0,"Romance, Life, Youth, Drama","Flashback To Past,, Break Up,, Fast Paced Romance,, Heartbreak,, Multiple Couples,, Multiple Mains,, Passionate Male Lead,, Steamy Kiss,, Double Identity,, Character Development",7.9,,"Ji Chang Wook, Kim Ji Won, Kim Min Seok, So Ju Yeon, Ryu Kyung Soo, Han Ji Eun",https://i.mydramalist.com/Eo5zm_4c.jpg?v=1,3d34899c22a447b8b1013761d49fa63e,['Park Shin Woo'],['Jung Hyun Jung'],South Korea,Drama,17.0,1980.0,2020-12-22,2021-02-16,"Tuesday, Friday",Daum Kakao TV Netflix,15+ - Teens 15 or older,"""Lovestruck in the City"" is a realistic portrayal of young people who pursue romance and happiness while struggling to get by in a busy, competitive urban environment. Park Jae Won is an honest man, a passionate architect and a lover of city alleyways. His hobby is collecting new hobbies. A romantic at heart, he cannot forget a certain woman. This thief of his heart, and his camera, has disappeared, much like a fleeting midsummer night’s dream.Lee Eun Oh is an ordinary woman who temporarily re-invents herself as the spontaneous and free-spirited Yun Seon Ah. On a whim, she heads to parts unknown, where Jae Won falls in love with her new identity.(Source: Netflix)",2413.0,207.0
1110,Loving You,2002.0,Romance,"Island Setting,, Farmer Male Lead,, ""Stepbrothers Relationship,"", Filmmaking,, Brothers Love Same Woman,, Star Crossed Lovers,, Death,, Rich Man/Poor Woman,, Love Triangle",7.0,,"Park Yong Ha, Eugene, Lee Yoo Ri, Lee Dong Wook, Park Geun Hyung, Sun Woo Eun Sook",https://i.mydramalist.com/kvD4Oc.jpg?v=1,,,,,,12.0,,,,,WeTV,15+ - Teens 15 or older,"""Jin Da Rae is the daughter of a female diver in Jeju Island. After her father mysteriously passes away, she tries to uncover the truth about his death. One day, she coincidentally saves Hyuk from torrent waters. Hyuk works for an orange farm opposed to his fathers wish that Hyuk should take over his resort development business. Da Rae and Hyuk gradually fall in love. However, their love is put to a risky test after Hyuks half-brother also discovers his love for Da Rae. While all 3 of them get entangled in a complicated love triangle, Da Rae finds out that Hyuk is connected to her fathers death."", "" risky test after Hyuks half-brother also discovers his love for Da Rae. While all 3 of them get entangled in a complicated love triangle, Da Rae finds out that Hyuk is connected to her fathers death.""",,
1111,Loving You a Thousand Times,2009.0,"Romance, Drama, Melodrama",Soap Opera,7.3,,"Jung Gyu Woon, Ryu Jin, Lee Soo Kyung, Go Eun Mi, Park Young Ji, Bang Eun Hee",https://i.mydramalist.com/9m4kac.jpg?v=1,,,,,,55.0,,,,,Viki,15+ - Teens 15 or older,"""Baek Sae Hoon and his wife, Lee Sun Young, desperately try to conceive a child but are unsuccessful. Sae Hoons mother goes to Sun Young and asks that she consider surrogacy as a way of conceiving a child without Sae Hoons knowledge. This is where Go Eun Nim comes in. She is their surrogate mother carrying their child but things become complicated when she later falls in love with Sae Hoons younger brother, Kang Ho. "",",,
